45 63 63 -31 4630 1069 2139 4279 367 735 1471 2943 5887 3582 7164 6136 4081 8163 8135 8079 4096 0 155 4096 0 0 0 959 4096 1598 5180 4152 2097 6179 6151 6095
61 58 61 -29 7966 7741 7290 6388 4584 977 1955 3910 7820 7449 6706 5220 2248 4497 803 1607 6110 5885 5434 4532 4096 0 99 2054 5964 5593 4850 4096 392 4096 0 0
50 56 56 -24 3214 6428 4664 1136 2272 4544 897 1795 3591 7182 6173 4154 117 234 468 936 1678 4892 4096 0 736 4096 0 259 2055 5646 4637 4096 0 0 0 0
58 60 60 -28 1872 3745 7491 6791 5391 2590 5180 2168 4336 481 963 1926 3852 7704 7216 6241 80 1953 5699 4999 4096 798 4096 376 4096 0 0 134 2060 5912 5424 4449
48 48 48 -16 4290 389 778 1557 3115 6230 4268 344 688 1377 2755 5510 2828 5656 3120 6241 4096 0 0 533 2091 5206 4096 0 0 353 1731 4486 1804 4632 2096 5217
48 39 48 -16 4290 388 777 1554 3108 6217 4243 295 590 1181 2363 4726 1261 2523 5046 1901 4096 0 0 530 2084 5193 4096 0 0 157 1339 4096 237 1499 4096 877
59 40 59 -27 3802 7604 7016 5841 3490 6980 5768 3344 6689 5186 2180 4361 530 1060 2120 4240 2074 5876 5288 4113 1762 5252 4096 1616 4961 4096 452 4096 0 0 392 4096
36 48 48 -16 289 579 1158 2316 4632 1072 2145 4290 389 779 1559 3118 6236 4281 370 740 0 0 134 1292 4096 48 1121 4096 0 0 535 2094 5212 4096 0 0
57 58 58 -26 1480 2961 5923 3655 7310 6429 4666 1140 2281 4563 934 1868 3737 7475 6759 5327 0 1297 4259 1991 5646 4765 4096 0 617 4096 0 204 2073 5811 5095 4096
60 56 60 -28 2462 4924 1656 3313 6627 5062 1932 3865 7731 7270 6348 4505 819 1639 3279 6559 670 4096 0 1521 4835 4096 140 2073 5939 5478 4556 4096 0 0 1487 4767
62 56 62 -30 4926 1660 3320 6640 5089 1987 3974 7949 7706 7221 6250 4309 426 853 1707 3415 4096 0 1400 4720 4096 67 2054 6029 5786 5301 4330 4096 0 0 0 1495
46 57 57 -25 6830 5468 2745 5491 2790 5580 2968 5937 3682 7365 6538 4885 1578 3157 6314 4437 5230 4096 1145 4096 1190 4096 1368 4337 2082 5765 4938 4096 0 1557 4714 4096
43 56 56 -24 683 1367 2734 5468 2744 5488 2784 5569 2946 5893 3595 7191 6190 4189 186 373 0 0 1198 4096 1208 4096 1248 4096 1410 4357 2059 5655 4654 4096 0 0
58 61 61 -29 747 1495 2991 5982 3773 7546 6900 5608 3024 6049 3907 7815 7438 6685 5179 2166 0 0 1135 4126 1917 5690 5044 4096 1168 4193 2051 5959 5582 4829 4096 310
59 54 59 -27 4333 475 950 1900 3800 7601 7010 5829 3466 6932 5672 3153 6307 4423 654 1309 4096 0 0 172 2072 5873 5282 4101 1738 5204 4096 1425 4579 4096 0 0
59 51 59 -27 2619 5238 2284 4569 947 1894 3788 7577 6963 5735 3279 6558 4925 1659 3319 6638 891 4096 556 4096 0 166 2060 5849 5235 4096 1551 4830 4096 0 1591 4910
61 60 61 -29 5084 1976 3953 7906 7621 7051 5911 3631 7262 6332 4473 754 1508 3016 6033 3875 4096 120 2097 6050 5765 5195 4096 1775 5406 4476 4096 0 0 1160 4177 2019
57 53 57 -25 7750 7309 6426 4661 1131 2262 4525 858 1717 3434 6869 5546 2901 5803 3415 6830 6150 5709 4826 4096 0 662 4096 0 117 1834 5269 4096 1301 4203 1815 5230
56 53 56 -24 5468 2744 5489 2787 5574 2957 5914 3637 7275 6359 4526 861 1722 3445 6891 5591 4096 1208 4096 1251 4096 1421 4378 2101 5739 4823 4096 0 186 1909 5355 4096
58 63 63 -31 2991 5983 3775 7550 6909 5627 3063 6126 4061 8122 8052 7913 7634 7077 5963 3735 1007 4096 1791 5566 4925 4096 1079 4142 2077 6138 6068 5929 5650 5093 4096 1751
52 57 57 -25 7470 6748 5305 2419 4839 1486 2972 5944 3696 7393 6594 4997 1802 3604 7208 6225 5870 5148 4096 819 4096 0 1372 4344 2096 5793 4994 4096 202 2004 5608 4625
40 40 40 -8 4258 325 650 1300 2600 5200 2209 4419 646 1292 2585 5170 2149 4298 404 808 4096 0 138 788 2088 4688 1697 4096 134 780 2073 4658 1637 4096 0 296
50 42 50 -18 1616 3233 6466 4740 1289 2578 5157 2122 4245 298 597 1194 2388 4777 1363 2727 464 2081 5314 4096 137 1426 4096 970 4096 0 0 42 1236 4096 211 1575
42 63 63 -31 5455 2719 5439 2686 5373 2555 5111 2030 4061 8123 8054 7917 7643 7094 5996 3800 4096 735 4096 702 4096 571 4096 46 2077 6139 6070 5933 5659 5110 4096 1816
54 43 54 -22 7601 7010 5829 3466 6933 5674 3157 6314 4437 683 1366 2732 5465 2738 5477 2763 6193 5602 4421 2058 5525 4266 1749 4906 4096 0 0 1324 4096 1330 4096 1355
50 61 61 -29 5527 2862 5725 3259 6519 4847 1502 3005 6011 3831 7663 7135 6078 3965 7930 7668 4096 1006 4096 1403 4663 4096 0 1149 4155 1975 5807 5279 4222 2109 6074 5812
62 59 62 -30 7145 6099 4006 8013 7835 7479 6766 5341 2491 4982 1772 3545 7090 5988 3784 7568 5225 4179 2086 6093 5915 5559 4846 4096 571 4096 0 1625 5170 4096 1864 5648
50 41 50 -18 6944 5697 3202 6405 4618 1044 2089 4179 167 334 669 1339 2678 5357 2522 5045 5792 4545 2050 5253 4096 0 937 4096 0 0 0 187 1526 4205 1370 4096
59 62 62 -30 1898 3797 7595 6999 5807 3423 6846 5501 2810 5620 3048 6097 4002 8004 7817 7443 0 1877 5675 5079 4096 1503 4926 4096 890 4096 1128 4177 2082 6084 5897 5523
40 59 59 -27 6695 5198 2205 4411 630 1260 2521 5043 1894 3788 7576 6960 5728 3264 6528 4865 4967 4096 477 4096 0 0 793 4096 166 2060 5848 5232 4096 1536 4800 4096
48 51 51 -19 1539 3078 6156 4121 51 102 204 409 818 1636 3272 6545 4898 1604 3209 6418 323 1862 4940 4096 0 0 0 0 0 420 2056 5329 4096 388 1993 5202
36 42 42 -10 4644 1096 2193 4386 581 1162 2325 4650 1109 2218 4436 680 1360 2721 5443 2695 4096 456 1553 4096 0 522 1685 4096 469 1578 4096 40 720 2081 4803 2055
40 62 62 -30 5391 2591 5182 2172 4344 496 992 1985 3970 7941 7690 7188 6185 4179 166 333 4096 671 4096 252 4096 0 0 65 2050 6021 5770 5268 4265 4096 0 0
54 57 57 -25 667 1334 2668 5337 2483 4967 1742 3484 6969 5747 3302 6605 5019 1846 3692 7384 0 0 1068 4096 883 4096 142 1884 5369 4147 1702 5005 4096 246 2092 5784
54 62 62 -30 6577 4962 1732 3465 6931 5671 3151 6303 4414 637 1274 2548 5097 2002 4004 8008 4657 4096 0 1545 5011 4096 1231 4383 4096 0 0 628 4096 82 2084 6088
58 39 58 -26 7825 7458 6724 5257 2322 4644 1097 2195 4391 590 1180 2360 4720 1249 2499 4999 6161 5794 5060 4096 658 4096 0 531 4096 0 0 696 4096 0 835 4096
56 60 60 -28 1807 3614 7228 6265 4338 484 968 1937 3875 7750 7309 6427 4662 1132 2265 4531 15 1822 5436 4473 4096 0 0 145 2083 5958 5517 4635 4096 0 473 4096
54 60 60 -28 871 1742 3485 6971 5751 3311 6622 5052 1913 3826 7653 7115 6038 3885 7771 7351 0 0 1693 5179 4096 1519 4830 4096 121 2034 5861 5323 4246 2093 5979 5559
55 56 56 -24 6510 4828 1464 2929 5858 3524 7049 5906 3621 7242 6293 4395 598 1197 2395 4791 4974 4096 0 1393 4322 1988 5513 4370 2085 5706 4757 4096 0 0 859 4096
55 57 57 -25 1390 2780 5561 2931 5862 3533 7067 5942 3692 7385 6578 4964 1737 3474 6949 5706 0 1180 4096 1331 4262 1933 5467 4342 2092 5785 4978 4096 137 1874 5349 4106
50 50 50 -18 3220 6441 4691 1190 2380 4761 1330 2661 5323 2455 4911 1630 3260 6521 4850 1509 2068 5289 4096 38 1228 4096 178 1509 4171 1303 4096 478 2108 5369 4096 357
60 52 60 -28 3019 6038 3885 7770 7348 6505 4818 1444 2889 5778 3365 6730 5268 2345 4691 1191 1227 4246 2093 5978 5556 4713 4096 0 1097 4096 1573 4938 4096 553 4096 0
41 63 63 -31 2383 4767 1343 2687 5374 2557 5114 2036 4072 8145 8098 8004 7816 7441 6690 5188 399 4096 0 703 4096 573 4096 52 2088 6161 6114 6020 5832 5457 4706 4096
34 34 34 -2 2184 4368 545 1090 2180 4360 529 1058 2117 4234 276 553 1107 2215 4431 670 2056 4240 417 962 2052 4232 401 930 1989 4106 148 425 979 2087 4303 542
60 58 60 -28 1340 2681 5362 2533 5067 1943 3886 7773 7354 6516 4840 1488 2977 5954 3716 7432 0 889 4096 741 4096 151 2094 5981 5562 4724 4096 0 1185 4162 1924 5640
40 60 60 -28 6672 5153 2115 4231 271 542 1084 2169 4338 484 969 1939 3879 7758 7324 6456 4880 4096 323 4096 0 0 0 377 4096 0 0 147 2087 5966 5532 4664
56 47 56 -24 4720 1249 2498 4996 1801 3602 7205 6219 4247 303 607 1214 2428 4857 1523 3046 4096 0 962 4096 265 2066 5669 4683 4096 0 0 0 892 4096 0 1510
62 48 62 -30 6092 3992 7984 7777 7362 6533 4875 1558 3117 6235 4278 364 728 1457 2914 5828 4172 2072 6064 5857 5442 4613 4096 0 1197 4315 4096 0 0 0 994 4096
54 62 62 -30 3465 6930 5669 3146 6293 4395 599 1199 2399 4798 1404 2809 5618 3044 6088 3985 1545 5010 4096 1226 4373 4096 0 0 479 4096 0 889 4096 1124 4168 2065
60 54 60 -28 7971 7750 7309 6427 4662 1132 2264 4528 864 1729 3458 6916 5641 3091 6183 4174 6179 5958 5517 4635 4096 0 472 4096 0 0 1666 5124 4096 1299 4391 4096
57 50 57 -25 156 313 626 1253 2506 5013 1835 3671 7342 6492 4792 1393 2787 5574 2957 5915 0 0 0 0 906 4096 235 2071 5742 4892 4096 0 1187 4096 1357 4315
56 59 59 -27 3639 7278 6365 4539 887 1774 3549 7098 6005 3819 7638 7084 5976 3760 7521 6851 1911 5550 4637 4096 0 46 1821 5370 4277 2091 5910 5356 4248 2032 5793 5123
48 52 52 -20 5510 2829 5658 3124 6249 4307 422 844 1689 3378 6756 5321 2451 4902 1613 3227 4230 1549 4378 1844 4969 4096 0 0 409 2098 5476 4096 1171 4096 333 1947
55 63 63 -31 6455 4718 1244 2489 4979 1767 3535 7071 5951 3711 7423 6655 5118 2045 4091 8183 4471 4096 0 505 4096 0 1551 5087 4096 1727 5439 4671 4096 61 2107 6199
63 58 63 -31 8174 8157 8122 8053 7915 7638 7084 5976 3761 7522 6852 5512 2832 5665 3139 6278 6190 6173 6138 6069 5931 5654 5100 4096 1777 5538 4868 4096 848 4096 1155 4294
33 53 53 -21 4365 538 1077 2155 4310 429 858 1717 3434 6869 5547 2903 5806 3420 6840 5489 4096 0 0 811 4096 0 0 373 2090 5525 4203 1559 4462 2076 5496 4145
56 59 59 -27 2787 5575 2958 5917 3643 7286 6380 4568 944 1889 3779 7559 6926 5661 3130 6260 1059 4096 1230 4189 1915 5558 4652 4096 0 161 2051 5831 5198 4096 1402 4532
58 34 58 -26 4328 465 930 1860 3720 7440 6689 5187 2182 4365 539 1079 2158 4317 443 886 4096 0 0 196 2056 5776 5025 4096 518 4096 0 0 494 4096 0 0
59 54 59 -27 1773 3547 7094 5997 3802 7605 7019 5847 3502 7004 5817 3442 6884 5576 2960 5921 45 1819 5366 4269 2074 5877 5291 4119 1774 5276 4096 1714 5156 4096 1232 4193
57 61 61 -29 3650 7301 6411 4631 1071 2142 4285 379 758 1517 3034 6069 3946 7893 7594 6997 1794 5445 4555 4096 0 286 4096 0 0 0 1178 4213 2090 6037 5738 5141
53 56 56 -24 5803 3415 6830 5468 2744 5488 2785 5571 2951 5903 3614 7229 6266 4340 488 976 4267 1879 5294 4096 1208 4096 1249 4096 1415 4367 2078 5693 4730 4096 0 0
61 61 61 -29 1952 3904 7809 7427 6663 5135 2078 4157 123 247 494 988 1977 3955 7911 7630 96 2048 5953 5571 4807 4096 222 4096 0 0 0 0 121 2099 6055 5774
57 48 57 -25 7068 5944 3696 7392 6592 4992 1793 3586 7173 6155 4119 46 93 186 372 745 5468 4344 2096 5792 4992 4096 193 1986 5573 4555 4096 0 0 0 0 0
58 54 58 -26 1491 2982 5965 3739 7478 6764 5336 2481 4962 1732 3464 6928 5664 3137 6275 4359 0 1318 4301 2075 5814 5100 4096 817 4096 68 1800 5264 4096 1473 4611 4096
32 60 60 -28 527 1054 2108 4216 240 481 963 1926 3853 7707 7223 6254 4316 441 883 1767 0 0 316 4096 0 0 0 134 2061 5915 5431 4462 4096 0 0 0
57 60 60 -28 3535 7070 5948 3704 7409 6626 5060 1929 3859 7718 7245 6298 4404 617 1235 2470 1743 5278 4156 1912 5617 4834 4096 137 2067 5926 5453 4506 4096 0 0 678
52 54 54 -22 4941 1691 3382 6764 5337 2483 4966 1741 3482 6964 5736 3280 6560 4928 1664 3329 4096 283 1974 5356 4096 1075 4096 333 2074 5556 4328 1872 5152 4096 256 1921
40 56 56 -24 6659 5126 2061 4122 53 107 215 430 860 1720 3440 6881 5571 2950 5900 3608 5123 4096 525 4096 0 0 0 0 0 184 1904 5345 4096 1414 4364 2072
49 57 57 -25 7217 6242 4293 395 791 1582 3164 6329 4466 741 1482 2964 5929 3667 7334 6476 5617 4642 4096 0 0 0 1564 4729 4096 0 0 1364 4329 2067 5734 4876
50 61 61 -29 4761 1330 2661 5323 2455 4911 1630 3261 6522 4852 1513 3026 6052 3913 7827 7463 4096 0 805 4096 599 4096 0 1405 4666 4096 0 1170 4196 2057 5971 5607
41 61 61 -29 6735 5278 2365 4731 1271 2542 5084 1977 3954 7909 7626 7060 5929 3667 7334 6477 4879 4096 509 4096 0 686 4096 121 2098 6053 5770 5204 4096 1811 5478 4621
54 48 54 -22 4763 1334 2668 5336 2480 4960 1729 3458 6916 5641 3091 6182 4173 155 311 622 4096 0 1260 4096 1072 4096 321 2050 5508 4233 1683 4774 4096 0 0 0
56 48 56 -24 1244 2488 4976 1760 3521 7042 5892 3593 7187 6183 4174 157 315 631 1262 2525 0 952 4096 224 1985 5506 4356 2057 5651 4647 4096 0 0 0 0 989
59 50 59 -27 5051 1910 3820 7641 7090 5989 3786 7573 6955 5719 3246 6493 4794 1397 2795 5591 4096 182 2092 5913 5362 4261 2058 5845 5227 4096 1518 4765 4096 0 1067 4096
58 57 58 -26 2990 5980 3769 7538 6884 5577 2962 5924 3657 7315 6438 4685 1178 2357 4714 1237 1326 4316 2105 5874 5220 4096 1298 4260 1993 5651 4774 4096 0 693 4096 0
53 49 53 -21 2474 4948 1704 3408 6817 5443 2694 5388 2584 5169 2147 4294 397 794 1589 3179 1130 4096 360 2064 5473 4099 1350 4096 1240 4096 803 4096 0 0 245 1835
53 52 53 -21 6358 4524 857 1714 3429 6859 5526 2861 5722 3252 6505 4819 1446 2892 5784 3376 5014 4096 0 370 2085 5515 4182 1517 4378 1908 5161 4096 102 1548 4440 2032
48 59 59 -27 6753 5315 2439 4878 1565 3131 6262 4333 474 948 1896 3793 7586 6980 5769 3346 5025 4096 711 4096 0 1403 4534 4096 0 0 168 2065 5858 5252 4096 1618
40 41 41 -9 6692 5193 2194 4389 586 1172 2345 4691 1191 2382 4765 1339 2678 5356 2520 5040 6116 4617 1618 4096 10 596 1769 4115 615 1806 4189 763 2102 4780 1944 4464
59 58 59 -27 1889 3779 7559 6926 5661 3130 6261 4331 470 940 1880 3761 7522 6852 5512 2832 161 2051 5831 5198 4096 1402 4533 4096 0 0 152 2033 5794 5124 4096 1104
49 48 49 -17 5665 3139 6278 4364 536 1072 2144 4288 384 768 1536 3073 6146 4100 8 16 4577 2051 5190 4096 0 0 1056 4096 0 0 448 1985 5058 4096 0 0
33 56 56 -24 33 67 135 270 540 1080 2160 4320 448 896 1792 3585 7171 6150 4109 27 0 0 0 0 0 0 624 4096 0 0 256 2049 5635 4614 4096 0
55 59 59 -27 55 110 221 443 886 1773 3546 7092 5993 3795 7590 6988 5784 3376 6752 5312 0 0 0 0 0 45 1818 5364 4265 2067 5862 5260 4096 1648 5024 4096
48 52 52 -20 2433 4867 1542 3085 6170 4148 105 211 423 847 1694 3389 6778 5365 2539 5078 1153 4096 262 1805 4890 4096 0 0 0 0 414 2109 5498 4096 1259 4096
61 49 61 -29 1964 3928 7857 7522 6853 5514 2836 5673 3154 6309 4427 662 1324 2649 5298 2404 108 2072 6001 5666 4997 4096 980 4096 1298 4453 4096 0 0 793 4096 548
50 53 53 -21 4809 1427 2854 5709 3226 6453 4714 1236 2472 4945 1698 3396 6792 5392 2593 5186 4096 83 1510 4365 1882 5109 4096 0 1128 4096 354 2052 5448 4096 1249 4096
34 35 35 -3 2180 4360 529 1058 2116 4232 273 547 1094 2189 4378 564 1128 2257 4515 839 1988 4168 337 866 1924 4096 81 355 902 1997 4186 372 936 2065 4323 647
52 62 62 -30 1679 3359 6718 5244 2297 4594 997 1995 3991 7983 7774 7357 6522 4852 1513 3026 0 1439 4798 4096 377 4096 0 75 2071 6063 5854 5437 4602 4096 0 1106
61 63 63 -31 6053 3915 7831 7471 6751 5311 2430 4861 1531 3063 6127 4062 8124 8056 7920 7648 4096 1931 5847 5487 4767 4096 446 4096 0 1079 4143 2078 6140 6072 5936 5664
60 54 60 -28 7105 6019 3846 7693 7195 6198 4205 219 438 877 1754 3509 7019 5847 3502 7004 5313 4227 2054 5901 5403 4406 4096 0 0 0 0 1717 5227 4096 1710 5212
56 36 56 -24 5816 3441 6882 5572 2953 5906 3620 7240 6289 4387 582 1165 2330 4660 1128 2257 4280 1905 5346 4096 1417 4370 2084 5704 4753 4096 0 0 794 4096 0 721
52 43 52 -20 4514 837 1674 3349 6698 5205 2218 4437 683 1367 2735 5471 2751 5503 2815 5631 4096 0 394 2069 5418 4096 938 4096 0 87 1455 4191 1471 4223 1535 4351
63 59 63 -31 3070 6141 4091 8182 8172 8153 8115 8039 7887 7582 6973 5755 3318 6636 5081 1971 1086 4157 2107 6198 6188 6169 6131 6055 5903 5598 4989 4096 1334 4652 4096 0
61 56 61 -29 3943 7886 7580 6968 5745 3299 6598 5005 1819 3639 7279 6366 4541 891 1782 3564 2087 6030 5724 5112 4096 1443 4742 4096 0 1783 5423 4510 4096 0 0 1708
61 56 61 -29 7129 6067 3943 7886 7580 6968 5744 3297 6594 4997 1803 3606 7213 6234 4277 363 5273 4211 2087 6030 5724 5112 4096 1441 4738 4096 0 1750 5357 4378 4096 0
53 52 53 -21 726 1453 2906 5812 3433 6866 5540 2888 5776 3361 6722 5253 2314 4629 1067 2135 0 109 1562 4468 2089 5522 4196 1544 4432 2017 5378 4096 970 4096 0 791
46 56 56 -24 4270 348 696 1392 2785 5570 2949 5899 3606 7212 6232 4272 353 707 1415 2830 4096 0 0 0 1249 4096 1413 4363 2070 5676 4696 4096 0 0 0 1294
59 54 59 -27 5661 3131 6262 4332 472 945 1891 3782 7565 6938 5684 3177 6354 4517 842 1684 4096 1403 4534 4096 0 0 163 2054 5837 5210 4096 1449 4626 4096 0 0
52 54 54 -22 3368 6736 5281 2370 4741 1291 2582 5165 2139 4278 365 730 1461 2922 5845 3499 1960 5328 4096 962 4096 0 1174 4096 731 4096 0 0 53 1514 4437 2091
53 58 58 -26 6999 5806 3421 6842 5493 2794 5588 2984 5968 3744 7489 6787 5382 2573 5146 2101 5335 4142 1757 5178 4096 1130 4096 1320 4304 2080 5825 5123 4096 909 4096 437
53 61 61 -29 4202 213 427 854 1709 3419 6839 5487 2782 5565 2939 5878 3564 7128 6065 3938 4096 0 0 0 0 1563 4983 4096 926 4096 1083 4096 1708 5272 4209 2082
59 41 59 -27 7877 7562 6932 5673 3154 6308 4424 657 1314 2629 5259 2326 4652 1112 2224 4448 6149 5834 5204 4096 1426 4580 4096 0 0 901 4096 598 4096 0 496 4096
48 33 48 -16 705 1410 2820 5640 3088 6177 4163 135 270 541 1082 2165 4331 471 943 1887 0 386 1796 4616 2064 5153 4096 0 0 0 58 1141 4096 0 0 863
62 59 62 -30 3774 7549 6907 5623 3054 6109 4026 8052 7912 7633 7074 5956 3721 7442 6693 5194 1854 5629 4987 4096 1134 4189 2106 6132 5992 5713 5154 4096 1801 5522 4773 4096
41 56 56 -24 2196 4393 594 1188 2377 4755 1319 2638 5276 2360 4720 1248 2497 4994 1796 3592 660 4096 0 0 841 4096 0 1102 4096 824 4096 0 961 4096 260 2056
48 62 62 -30 7184 6177 4163 135 271 543 1086 2172 4344 497 994 1988 3976 7952 7713 7235 5264 4257 4096 0 0 0 0 252 4096 0 0 68 2056 6032 5793 5315
34 63 63 -31 6278 4364 537 1075 2151 4303 415 831 1663 3327 6655 5119 2047 4094 8189 8186 4294 4096 0 0 167 4096 0 0 0 1343 4671 4096 63 2110 6205 6202
63 55 63 -31 8181 8170 8148 8105 8019 7846 7501 6811 5431 2670 5340 2489 4978 1764 3528 7056 6197 6186 6164 6121 6035 5862 5517 4827 4096 686 4096 505 4096 0 1544 5072
57 42 57 -25 5921 3650 7301 6410 4629 1066 2133 4266 340 680 1360 2721 5443 2695 5390 2589 4321 2050 5701 4810 4096 0 533 4096 0 0 0 1121 4096 1095 4096 989
58 46 58 -26 5178 2164 4328 465 930 1861 3723 7447 6702 5213 2234 4468 745 1491 2982 5965 4096 500 4096 0 0 197 2059 5783 5038 4096 570 4096 0 0 1318 4301
58 40 58 -26 3738 7476 6760 5329 2466 4932 1673 3347 6694 5196 2200 4400 608 1216 2432 4864 2074 5812 5096 4096 802 4096 9 1683 5030 4096 536 4096 0 0 768 4096
48 52 52 -20 1536 3072 6145 4099 6 13 26 52 104 208 416 832 1664 3328 6656 5121 256 1792 4865 4096 0 0 0 0 0 0 0 0 384 2048 5376 4096
32 63 63 -31 2051 4102 13 26 53 107 215 431 863 1727 3454 6908 5624 3056 6112 4032 67 4096 0 0 0 0 0 0 0 0 1470 4924 4096 1072 4128 2048
62 56 62 -30 8064 7936 7681 7170 6149 4107 23 46 92 184 369 738 1476 2953 5906 3621 6144 6016 5761 5250 4229 4096 0 0 0 0 0 0 0 1033 4096 1701
49 42 49 -17 7242 6293 4394 597 1194 2388 4777 1362 2725 5450 2708 5417 2642 5285 2379 4758 6154 5205 4096 0 106 1300 4096 274 1637 4362 1620 4329 1554 4197 1291 4096
44 49 49 -17 1324 2648 5297 2402 4804 1416 2833 5666 3141 6282 4372 552 1105 2210 4420 649 236 1560 4209 1314 4096 328 1745 4578 2053 5194 4096 0 17 1122 4096 0
40 56 56 -24 1299 2598 5197 2203 4407 622 1244 2488 4976 1760 3520 7041 5890 3588 7176 6160 0 1062 4096 667 4096 0 0 952 4096 224 1984 5505 4354 2052 5640 4624
32 26 32 0 4128 64 128 256 512 1025 2051 4102 13 26 52 104 209 419 838 1676 4128 64 128 256 512 1025 2051 4102 13 26 52 104 209 419 838 1676
52 45 52 -20 3353 6706 5220 2249 4498 805 1611 3222 6445 4699 1206 2413 4826 1461 2922 5845 2073 5426 4096 969 4096 0 331 1942 5165 4096 0 1133 4096 181 1642 4565
54 58 58 -26 3499 6998 5804 3417 6835 5479 2766 5533 2874 5748 3304 6609 5027 1863 3727 7455 1835 5334 4140 1753 5171 4096 1102 4096 1210 4096 1640 4945 4096 199 2063 5791
63 62 63 -31 6719 5247 2302 4605 1019 2038 4077 8155 8119 8046 7900 7608 7024 5856 3520 7041 4735 4096 318 4096 0 54 2093 6171 6135 6062 5916 5624 5040 4096 1536 5057
56 53 56 -24 5890 3588 7177 6163 4134 77 154 309 619 1239 2479 4959 1726 3453 6907 5623 4354 2052 5641 4627 4096 0 0 0 0 0 943 4096 190 1917 5371 4096
62 62 62 -30 3055 6111 4030 8060 7929 7666 7140 6089 3987 7975 7758 7324 6456 4721 1250 2501 1135 4191 2110 6140 6009 5746 5220 4169 2067 6055 5838 5404 4536 4096 0 581
56 56 56 -24 5002 1812 3625 7251 6311 4430 668 1336 2673 5346 2501 5002 1813 3627 7254 6317 4096 276 2089 5715 4775 4096 0 0 1137 4096 965 4096 277 2091 5718 4781
52 40 52 -20 4442 692 1384 2769 5538 2884 5768 3345 6691 5190 2188 4376 560 1121 2242 4484 4096 0 104 1489 4258 1604 4488 2065 5411 4096 908 4096 0 0 962 4096
48 52 52 -20 777 1555 3110 6221 4250 308 616 1232 2465 4930 1668 3336 6673 5155 2119 4239 0 275 1830 4941 4096 0 0 0 1185 4096 388 2056 5393 4096 839 4096
61 59 61 -29 286 573 1147 2294 4589 987 1975 3950 7900 7609 7027 5862 3533 7066 5940 3688 0 0 0 438 4096 0 119 2094 6044 5753 5171 4096 1677 5210 4096 1832
52 43 52 -20 7377 6562 4932 1672 3345 6690 5189 2186 4373 555 1111 2223 4446 700 1401 2803 6097 5282 4096 392 2065 5410 4096 906 4096 0 0 943 4096 0 121 1523
60 61 61 -29 5607 3023 6046 3901 7802 7412 6632 5072 1952 3905 7811 7430 6669 5147 2103 4207 4096 1167 4190 2045 5946 5556 4776 4096 96 2049 5955 5574 4813 4096 247 4096
60 56 60 -28 222 444 888 1776 3552 7105 6019 3847 7695 7198 6204 4217 243 486 972 1944 0 0 0 0 1760 5313 4227 2055 5903 5406 4412 4096 0 0 0 152
60 40 60 -28 3888 7777 7362 6533 4874 1556 3112 6224 4256 321 642 1284 2568 5136 2080 4161 2096 5985 5570 4741 4096 0 1320 4432 4096 0 0 0 776 4096 288 4096
32 61 61 -29 131 263 527 1054 2109 4218 244 488 977 1954 3909 7818 7444 6696 5200 2209 0 0 0 0 253 4096 0 0 0 98 2053 5962 5588 4840 4096 353
